Bettye Agerton,6016640381,46
Latoya Audie,1874203345,4
Lavone Aul,0597177701,53
Ivan Arcea,4468842006,60
Maida Bacho,8534813954,94
Buena Ahne,9030928034,90
Laurinda Augspurger,9698933710,96
Susanna Bausman,4077371405,34
Kimberley Asper,7030020657,1
Lewis Avary,8278479273,1
Tilda Beau,5912820043,73
Valorie Bedingfield,7680648575,30
Theressa Beards,8182830234,65
Nolan Banerjee,6032732080,7
Herschel Apollo,3710659659,83
Linda Avey,2202895850,48
Antonetta Acklen,5498768021,14
Adell Aavang,1552733187,35
Garry Anglum,2150203721,55
Christoper Aldecoa,0121407758,70
Janae Arelleano,0947040294,71
Larhonda Atwood,2973637966,96
Mikki Baldock,7239552279,15
Annice Acken,5114056895,78
Tonia Beavers,2637890602,94
Kisha Assing,1298520795,92
Edie Ambagis,2042069066,89
Milo Baldwin,0956985183,35
Tiffiny Beatty,4219392966,75
Shannon Basile,5888191511,67
Janene Arends,9586740660,16
Julieta Arrizaga,8512465863,54
Sharmaine Basque,7713771757,78
Maryrose Baima,0609307341,85
Kari Arton,5555756973,17
Gil Anos,1819294223,52
Hsiu Aprill,3151961217,58
Enid Amspoker,9539784149,71
Cinda Aldred,1605338289,12
Genoveva Ankeny,1142075360,51
Cammy Aievoli,8196316374,76
Arletha Adamiak,3089145578,37
Gene Anibal,1062577919,90
Theressa Beards,8182830234,13
Galen Angleberger,8922475483,53
Minh Balestrieri,8343629778,76
Janey Arens,0506064150,2
Clarine Alejandrez,5496724759,77
Meredith Balasa,9482941475,50
Mae Bachar,9919585068,53
Naomi Balok,2012228068,31
Marguerite Badzinski,3690270912,36
Sherron Bathke,2015853754,94
Scottie Bartylla,7468527756,28
Inez Arancibia,5341817851,32
Alaina Abbruzzese,8814259005,34
Kathern Asaro,2406859485,44
Aubrey Adelmann,5107341910,48
Antionette Ackies,2157511237,45
Lexie Aveado,5911812386,94
Juanita Arrellano,1359066259,95
Maria Baena,8451236866,76
Herb Apland,7697231760,87
Carmelita Aiyer,6141722410,37
Exie Andrade,8468283282,65
Micah Balckwell,5798902647,40
Jaquelyn Argenal,1968325531,88
Rhett Barnacle,9675776403,31
Candis Aikman,6490821614,93
Cathi Akuna,3587477281,22
Denisha Alsberry,5410747544,13
Paulina Barbati,6598037189,21
Latrisha Auel,0558251619,72
Thanh Beanblossom,2701361628,56
Brain Aguayo,2423519369,4
Miriam Balian,0157670288,0
Tashia Bazata,6392780492,39
Noelle Bane,1770209186,62
Lasonya Auckerman,3857500913,24
Rudolph Bartek,1117046993,93
France Ang,2833505266,40
Aracelis Acosta,9280130388,47
Andres Abuhl,4809925615,81
Juliana Arrigo,0429136858,11
Perry Barbini,0797372224,39
Rory Barretto,5042429772,72
Tonya Bebeau,5384956696,54
Bridgette Ahalt,5175128732,46
Alissa Abila,1522013217,99
Macy Bacarella,2047938965,85
Dinorah Altmann,6747470063,81
Douglas Alwang,2410773281,8
Lindy Avilla,0886736147,68
Noah Bandle,7342751423,78
Lise Avrett,2007912081,27
Inell Arana,4130839146,59
Dot Alvizo,5695846230,39
Nakita Balm,3887746212,36
Lashunda Auck,4031028101,64
Latasha Aucoin,9079568504,5
Edison Ambeau,3348519674,49
Jacalyn Archbold,3614886550,1
Jackelyn Archila,4856774521,20
Chandra Alaya,7130990128,76
Loma Axley,6416562540,61
Eldridge Amejorado,2887206358,10
Carmelita Aiyer,6141722410,40
Catheryn Aksoy,9964591273,4
Sylvie Bawden,3126136168,100
Grisel Anton,2089507965,26
Georgine Annarino,6310927650,63
Margurite Bae,0715913639,5
Akilah Abbott,8899399975,73
Coralie Algeo,7995439563,94
Josie Arquitt,5949238436,58
Ted Bazzell,7002297978,96
Maegan Bachas,2793025035,87
Silvana Batters,5298373023,71
Beryl Agard,9911088894,17
Harris Anzaldo,4237754667,85
Lelia Ausley,7561339805,72
Caryn Akiereisen,7101283652,23
Antonina Ackmann,2191173275,46
Harley Antunez,9685703224,74
Barrie Adolphe,0002103233,63
Adelina Aase,9383151782,33
Virgil Befort,2699344280,6
Talitha Bayardo,0126419320,97
Scotty Baruch,9451533280,49
Devin Altavilla,3314794729,58
Neta Balzotti,8325442131,77
Melina Bakley,3231855886,32
Ricarda Barncastle,5049292961,67
Stephany Baumann,8834980144,70
Delbert Alnas,2223174502,8
Hilaria Appel,3116875883,41
Lynn Babione,3755095505,78
Jesenia Armbrister,1432042229,48
Shanell Bashford,4735653017,22
Deirdre Almos,4969859921,19
Claudette Alepin,1549249703,25
Katina Aschenbrenner,2116736353,4
Noelia Bandy,2464069008,71
Lala Atta,2558526409,35
Lilian Averbach,9748999979,26
Genia Aninion,7781420053,44
Lacy Athy,3913672136,82
Latashia Aucter,1402057987,76
Stanton Bauers,8667885842,43
Xavier Beith,3356945628,51
Shawn Bassuk,0328120899,73
Rosaria Barrilleaux,7703301240,19
Particia Barasch,5030388772,47
Ruben Bartamian,3536595573,87
Angelia Accola,2413122173,88
Travis Bechtold,3907142322,82
Valerie Bedgood,1935507530,86
Wyatt Beiswenger,9360195281,16
Desirae Alston,7413939311,14
Andria Aburto,4807090555,81
Mellie Bakshi,9227070250,73
Kenisha Ashwell,5498727911,50
Lachelle Atherholt,1115215936,0
Beau Adriano,7373488617,4
Shae Bascom,4470529654,49
Bruno Ahlquist,9164681916,5
Kaleigh Arter,1770637139,86
Irwin Arbertha,0209449148,96
Ailene Abbey,0626584731,8
Luvenia Babey,4566570237,62
Eladia Ambroziak,5981959638,15
Crista Alirez,2079111795,29
Chanda Alawdi,5491844984,45
Lupita Babel,4080262950,85
India Aramini,1006451374,30
Len Ausmus,0890454081,61
Tony Beazley,2528428814,48
Frida Angevine,3771916569,100
Lianne Avellaneda,1907754283,53
Magan Bacher,2289362308,95
Ouida Baraby,1053433754,29
Anderson Abt,8764536814,50
Camille Aidt,1465048661,58
Velvet Bedsole,4386530997,65
Evelynn Andino,3229880729,89
Sofia Battistini,5850034030,62
Kaycee Asel,6631626130,87
Fritz Angier,6840070985,17
Darnell Allon,4964240814,82
Billie Agne,3186581477,49
Kaycee Asel,6631626130,27
Margareta Badertscher,9656249968,51
Sherwood Batie,6799795830,91
Marlyn Bahamonde,0778815303,94
Kareen Artley,5406977765,31
Veta Beeler,7923051159,7
Myung Ballon,9736833033,36
Brande Agudo,3235960858,74
Barbar Admas,5088582838,3
Loretta Ayer,2746913771,18
Millard Balducci,3037414139,14
Dorian Alvernaz,5033845457,56
Margaretta Badgero,9746702676,86
Willie Beil,2669979471,59
Loyce Azhocar,2524534581,100
Valene Bedee,6592529544,62
Maurice Baisch,0784343820,67
Jaime Ardinger,5104030353,90
Kristie Astwood,7816456914,82
Arline Adamos,4890301533,51
Lilliam Averill,5704668986,83
Cristina Alkana,6176514292,5
Rupert Bartenfield,6491330407,50
Fredricka Angermeier,7825513617,69
Lenna Austen,6838311319,56
Johnna Arnoldi,4066593316,65
Avelina Adib,1330979701,6
Tari Baza,5196559001,70
Steffanie Bauguess,7511052689,2
