Tonia Beavers,2637890602,79
Sophia Bauce,5038660679,41
Eve Anderst,9045523010,32
Phebe Barbour,9572397561,40
Brian Aguon,3121475227,88
Levi Avarbuch,3735338905,1
Kerry Askins,2852183266,31
Albertina Abdelrahman,7813833639,98
Ron Barrentine,3588212266,74
Von Beghtol,6350143162,88
Tijuana Beaty,6231793679,84
Eddie Amat,4860972120,24
Wilbert Behrens,8233484336,67
Annice Acken,5114056895,96
Elia American,5105862342,98
Brad Agtarap,9038118157,86
Sharie Basnett,4805071673,76
Emmaline Amrhein,2933864386,31
Dorla Alvia,4605371453,29
Roxane Barshaw,2885633120,72
Buck Ahmau,3689562867,40
Kandra Artiga,8715705453,2
Blaine Agni,2858061366,6
Lissa Awad,8090905108,87
Willena Beidler,7038697869,13
Son Batts,4389794551,6
Jeffery Arimoto,5057893069,29
Taisha Baxter,2502397611,0
Coleman Alexy,8166994952,2
Dennise Alshouse,5850495032,46
Hanh Antrikin,6171285898,70
Clarinda Alejandre,4051846039,58
Racquel Bareis,5589056310,13
Meggan Baken,6651987253,36
Marcell Badalamenti,3853373499,0
Hedwig Apalategui,9758488177,95
Marcelina Bad,0666744688,58
Shawn Bassolino,1658671255,64
Lennie Auster,9206088834,31
Chas Alberti,5002696987,99
Jill Armintrout,1914238270,93
Elidia Amerson,1615392204,40
Valerie Bedgood,1935507530,74
Vicenta Beeman,1485901944,18
Marissa Baginski,6700363796,72
Keira Ashbourne,6961337138,46
Elmo Ammar,4531549404,18
Ghislaine Annuzzi,2291807377,65
Bong Agreste,0745488116,99
Edra Amble,8775278500,89
Fredda Angeloro,3856215808,50
Helaine Apelian,2893689666,67
Reda Barios,1082535804,75
Danelle Allende,3621378663,88
Sima Battershell,4684258325,3
Damien Allegrini,4401681331,67
Donny Alvarenga,6569027603,41
Golda Anthis,2323202768,27
Addie Aaron,9782191990,69
Casandra Akim,5675471199,33
Leandro Aument,4318180633,75
Elodia Ammirata,5931654720,25
India Aramini,1006451374,33
Karole Arvayo,3536802476,24
Steve Baumfalk,8228685812,71
Annalee Achin,0983923313,84
Chloe Alcine,7437800050,23
Sterling Baumert,8294166730,100
Sharilyn Basom,0174562658,49
Katia Aschenbach,9937046087,33
Suzanna Bauza,6364877436,42
Kymberly Athans,3725227793,32
Na Balloon,5986056762,76
Gerard Annen,9941197976,74
Debrah Almenar,8329090700,9
Aurea Ades,7988416772,18
Irene Arauz,9346730627,88
Lili Aver,3733802133,40
Marla Bagoyo,9884920706,39
